"","FuncCalls","LogicInsts","TransferInsts","BasicBlocks","Edges","IncommingCalls","Intrs","between"
"0",0,2,4,3,3,0,11,0.0
"0",1,1,2,1,0,0,10,0.0
"0",1,0,3,1,0,0,7,0.0
"0",1,0,2,1,0,0,5,0.0
"0",4,3,15,4,4,0,23,0.04167
"0",45,37,175,62,96,2,320,0.03027
"0",65,27,169,47,74,0,308,0.05805
"0",4,3,15,4,4,0,23,0.04167
"0",1,11,21,14,21,0,56,0.04853
"0",14,6,51,11,15,2,79,0.04747
"0",51,35,199,63,96,0,390,0.05629
"0",12,8,44,13,20,0,69,0.01748
"0",108,62,358,123,192,0,675,0.03811
"0",7,3,32,8,10,3,48,0.05952
"0",4,1,21,3,3,1,30,0.0
"0",4,1,21,3,3,1,30,0.0
"0",4,1,21,3,3,3,30,0.0
"0",41,20,169,45,66,2,245,0.0339
"0",4,4,24,5,7,0,38,0.06667
"0",82,69,286,110,177,1,617,0.06036
"0",308,217,1008,378,611,0,2061,0.02426
"0",22,15,96,33,49,2,163,0.02777
"0",126,94,450,161,257,0,942,0.0414
"0",8,3,27,7,10,0,34,0.08571
"0",82,50,266,97,150,0,488,0.04287
"0",118,79,375,145,229,0,719,0.03282
"0",2,4,17,5,7,0,33,0.06667
"0",4,13,29,14,21,3,63,0.06502
"0",159,144,615,244,394,0,1253,0.03097
"0",4,2,16,5,6,0,32,0.05
"0",59,75,217,57,79,2,716,0.04133
"0",50,58,257,84,130,0,518,0.04736
"0",38,24,134,49,77,0,234,0.04912
"0",2,4,17,5,7,0,33,0.06667
"0",21,8,60,18,27,0,99,0.06352
"0",29,24,150,38,61,2,218,0.03849
"0",12,12,53,23,34,1,96,0.07115
"0",11,6,52,19,29,2,95,0.04094
"0",25,14,99,27,43,1,151,0.03071
"0",148,110,503,167,260,3,1055,0.03536
"0",20,5,69,18,25,2,144,0.04146
"0",3,2,12,6,7,2,16,0.04167
"0",33,16,92,25,37,2,221,0.04384
"0",400,288,1379,527,844,0,3232,0.02647
"0",80,47,283,91,140,0,453,0.04313
"0",74,43,263,84,130,0,424,0.04645
"0",105,61,366,139,214,0,671,0.03583
"0",106,74,355,117,187,0,667,0.04098
"0",89,46,315,92,149,0,567,0.04981
"0",90,52,291,91,144,0,550,0.05103
"0",105,59,338,115,178,0,640,0.03871
"0",2,4,17,5,7,0,33,0.06667
"0",90,58,306,105,166,0,578,0.04845
"0",9,6,35,11,16,6,67,0.06263
"0",183,92,567,155,246,0,1090,0.03488
"0",356,221,1195,437,685,0,2496,0.03093
"0",8,2,29,6,7,0,43,0.05
"0",76,43,229,79,125,0,437,0.05564
"0",2,4,17,5,7,0,33,0.06667
"0",77,36,235,71,112,0,401,0.06178
"0",15,8,60,14,20,2,90,0.04625
"0",76,47,239,87,133,0,447,0.05842
"0",4,4,24,5,7,0,38,0.06667
"0",0,0,2,1,0,0,6,0.0
"0",25,0,106,1,0,3,120,0.0
"0",3,0,12,3,3,3,16,0.0
"0",336,222,931,339,543,0,2295,0.04803
"0",56,14,139,29,45,1,264,0.04693
"0",102,63,349,108,169,0,623,0.06672
"0",39,15,147,33,48,0,216,0.04961
"0",124,65,420,113,181,0,640,0.03623
"0",5,4,23,8,11,0,57,0.03274
"0",5,4,21,9,13,0,38,0.07937
"0",20,11,67,23,35,0,136,0.04028
"0",11,8,39,16,23,0,72,0.07054
"0",40,20,127,12,21,0,190,0.09773
"0",86,25,262,45,68,3,398,0.06734
"0",405,268,1317,422,673,0,2810,0.04414
"0",10,1,38,6,7,0,52,0.03333
"0",24,22,92,34,56,0,146,0.06637
"0",4,1,16,3,3,0,32,0.0
"0",4,2,21,6,7,0,30,0.04167
"0",5,4,23,7,10,0,53,0.09524
"0",17,13,60,23,36,0,129,0.04715
"0",1,0,4,1,0,0,9,0.0
"0",3,1,13,1,0,4,26,0.0
"0",1,0,2,1,0,20,6,0.0
"0",1,1,4,1,0,0,9,0.0
"0",6,5,27,9,14,1,49,0.08333
"0",6,5,27,9,14,1,49,0.08333
"0",6,5,27,9,14,1,49,0.08333
"0",3,1,12,1,0,6,26,0.0
"0",1131,746,3979,1088,1693,0,10041,0.014
"0",16,8,55,17,23,3,92,0.09485
"0",1,0,3,1,0,4,5,0.0
"0",116,47,355,94,150,0,611,0.05552
"0",0,0,2,1,0,0,2,0.0
"0",0,1,3,1,0,0,6,0.0
"0",0,2,8,6,7,1,13,0.025
"0",2,0,7,1,0,2,11,0.0
"0",2,0,7,1,0,4,11,0.0
"0",1,3,9,3,3,2,17,0.0
"0",5,2,23,4,4,83,35,0.04167
"0",3,6,26,12,17,2,45,0.09242
"0",6,2,23,6,7,2,31,0.05833
"0",9,2,29,3,3,5,41,0.0
"0",4,0,16,3,3,6,21,0.0
"0",8,4,39,9,12,2,51,0.08135
"0",1,4,6,5,8,0,18,0.06667
"0",1,0,2,1,0,1,6,0.0
"0",2,24,32,20,35,54,66,0.09576
"0",34,28,220,66,99,5,357,0.01868
"0",23,29,104,43,66,3,227,0.06042
"0",2,1,5,3,3,3,10,0.0
"0",27,10,95,16,24,4,148,0.04048
"0",14,6,52,9,13,2,84,0.03968
"0",21,5,68,12,16,4,103,0.03561
"0",4,1,17,7,9,3,50,0.0381
"0",1,0,2,1,0,0,5,0.0
"0",1,2,4,3,4,0,11,0.0
"0",4,4,27,11,16,2,35,0.06768
"0",17,5,63,18,24,3,91,0.06475
"0",6,0,17,1,0,1,24,0.0
"0",4,4,21,8,11,40,33,0.0625
"0",19,3,67,15,22,32,93,0.04505
"0",13,6,53,14,20,3,70,0.06181
"0",8,5,34,6,7,9,44,0.04167
"0",12,9,57,13,20,1,70,0.06469
"0",3,3,16,4,5,1,27,0.04167
"0",6,11,33,13,19,2,63,0.13753
"0",0,0,1,2,1,4,2,0.0
"0",0,0,1,2,1,3,2,0.0
"0",21,25,83,32,50,2,145,0.05064
"0",1,1,3,1,0,1,16,0.0
"0",1,1,3,1,0,9,16,0.0
"0",10,5,42,9,13,2,62,0.07143
"0",23,17,106,31,47,7,155,0.0287
"0",8,1,36,11,14,3,50,0.03838
"0",24,12,94,26,39,2,144,0.02551
"0",3,8,26,9,13,24,43,0.05556
"0",20,11,92,23,33,4,129,0.06051
"0",1,1,4,3,3,1,10,0.0
"0",5,0,7,1,0,1,19,0.0
"0",2,0,8,1,0,0,10,0.0
"0",6,5,25,8,12,0,35,0.0744
"0",7,5,28,8,12,0,38,0.0744
"0",2,0,8,1,0,0,10,0.0
"0",11,0,32,1,0,4,37,0.0
"0",2,25,54,35,56,1,121,0.11727
"0",2,1,10,1,0,3,14,0.0
"0",9,2,47,12,16,2,75,0.04394
"0",19,9,75,22,32,24,121,0.02933
"0",23,17,96,31,45,24,160,0.02862
"0",18,14,78,28,43,4,125,0.03912
"0",1,0,2,1,0,0,6,0.0
"0",16,7,56,19,27,3,84,0.02838
"0",9,32,113,88,153,0,275,0.01756
"0",14,6,48,16,20,0,88,0.04464
"0",16,5,54,16,20,0,99,0.0378
"0",3,18,45,32,55,0,96,0.01549
"0",9,7,37,12,17,0,66,0.05909
"0",3,2,21,7,9,0,34,0.05714
"0",6,3,22,10,13,4,37,0.04028
"0",8,3,30,9,12,1,48,0.04167
"0",22,9,61,15,24,0,115,0.04249
"0",3,2,21,5,6,1,33,0.05
"0",7,13,50,18,29,2,103,0.0627
"0",5,6,26,13,19,2,78,0.02156
"0",9,15,53,12,17,1,93,0.06818
"0",27,16,108,29,42,2,181,0.06559
"0",6,5,36,9,13,1,58,0.0496
"0",0,0,2,1,0,0,4,0.0
"0",3,5,18,9,13,16,31,0.05159
"0",2,8,19,9,13,14,37,0.17857
"0",9,6,36,14,20,22,56,0.04945
"0",30,26,119,45,70,0,174,0.06583
"0",50,44,197,85,133,0,340,0.03743
"0",36,32,142,56,86,0,237,0.04487
"0",32,17,111,37,57,0,183,0.04775
"0",1,1,8,4,5,0,15,0.08333
"0",3,1,16,4,4,0,20,0.125
"0",6,0,16,3,3,2,32,0.0
"0",5,1,23,4,4,1,30,0.04167
"0",3,2,18,5,7,2,29,0.06667
"0",24,12,79,26,38,6,129,0.13936
"0",31,14,101,35,56,3,174,0.00802
"0",3,2,20,6,7,0,31,0.125
"0",16,12,62,22,32,1,107,0.12273
"0",196,149,645,245,371,0,1829,0.04871
"0",97,62,351,117,185,0,656,0.03201
"0",48,40,187,70,110,0,377,0.05451
"0",30,18,110,35,55,0,185,0.06437
"0",18,0,19,1,0,2,58,0.0
"0",5,5,32,13,18,2,47,0.02331
"0",99,78,392,143,232,0,722,0.04717
"0",73,35,255,81,125,0,459,0.0455
"0",218,201,729,277,445,0,1663,0.04251
"0",2,3,11,4,5,0,16,0.04167
"0",10,6,46,14,20,2,62,0.07967
"0",5,2,20,8,10,2,27,0.06548
"0",8,3,30,6,8,2,39,0.15833
"0",338,318,1133,451,726,0,2650,0.03365
"0",2,3,11,4,5,0,18,0.04167
"0",40,41,168,59,94,0,313,0.05773
"0",0,0,1,1,0,0,1,0.0
"0",12,5,46,14,21,2,77,0.07326
"0",6,6,34,11,16,7,59,0.06263
"0",112,80,429,142,233,0,723,0.06567
"0",35,29,146,46,69,2,246,0.04526
"0",10,6,42,13,18,1,73,0.06002
"0",303,219,1116,373,579,0,3028,0.03642
"0",33,20,116,40,59,0,206,0.04816
"0",0,0,1,1,0,0,1,0.0
"0",9,4,38,12,17,1,67,0.03712
"0",15,5,42,18,26,2,77,0.05719
"0",14,1,49,12,18,1,69,0.04167
"0",8,2,28,8,11,0,40,0.04762
"0",39,22,148,49,74,1,244,0.02782
"0",44,26,179,59,92,1,269,0.04262
"0",103,93,404,133,227,0,756,0.03432
"0",7,8,30,13,21,5,60,0.04837
"0",7,3,33,7,9,1,68,0.07143
"0",5,3,27,9,12,2,63,0.08333
"0",192,140,654,217,343,0,1540,0.03199
"0",0,1,3,1,0,0,5,0.0
"0",0,0,1,1,0,3,2,0.0
"0",13,8,68,16,23,1,123,0.03839
"0",38,27,197,55,84,1,356,0.04589
"0",102,114,592,182,288,0,1191,0.05066
"0",0,1,3,1,0,0,5,0.0
"0",0,0,1,1,0,5,2,0.0
"0",17,7,84,16,23,1,128,0.05089
"0",12,11,68,21,31,1,132,0.04085
"0",21,19,101,36,55,1,256,0.04041
"0",103,105,540,166,264,0,1080,0.05642
"0",0,0,2,1,0,0,2,0.0
"0",0,0,2,1,0,1,2,0.0
"0",0,1,2,1,0,1,7,0.0
"0",0,1,2,1,0,0,4,0.0
"0",0,0,2,1,0,0,2,0.0
"0",0,0,2,1,0,0,2,0.0
"0",0,0,2,1,0,0,2,0.0
"0",0,3,7,2,1,0,14,0.0
"0",0,0,3,1,0,0,4,0.0
"0",2,4,19,8,10,1,47,0.05357
"0",13,6,52,15,20,2,107,0.04322
"0",1,5,6,3,3,2,21,0.0
"0",1,0,9,1,0,2,20,0.0
"0",4,2,10,3,3,0,19,0.0
"0",1,1,4,1,0,0,9,0.0
"0",8,4,27,7,9,2,54,0.05714
"0",1,4,17,6,9,47,40,0.08333
"0",8,1,28,1,0,2,51,0.0
"0",1,4,4,3,3,2,20,0.0
"0",18,9,74,22,29,2,150,0.02781
"0",2,6,15,7,10,11,43,0.06667
"0",4,7,30,12,18,1,68,0.08106
"0",14,26,94,42,63,3,249,0.11641
"0",1,3,13,6,7,8,41,0.04167
"0",5,15,43,21,30,3,130,0.05439
"0",20,31,129,47,72,2,277,0.09984
"0",0,0,2,2,1,0,2,0.0
"0",0,0,2,2,1,18,2,0.0
"0",0,1,3,1,0,0,5,0.0
"0",0,0,1,1,0,3,2,0.0
"0",5,7,34,13,19,1,84,0.05361
"0",3,2,18,5,6,1,56,0.06667
"0",1,1,8,3,3,0,24,0.0
"0",1,1,7,3,3,0,23,0.0
"0",28,10,105,14,21,1,236,0.0728
"0",4,3,20,8,11,1,40,0.05655
"0",27,33,159,49,74,2,299,0.02012
"0",40,36,223,65,100,2,396,0.02696
"0",3,6,23,10,14,2,57,0.06667
"0",94,69,480,127,192,2,835,0.00319
"0",12,10,55,16,23,1,173,0.07381
"0",86,76,423,123,192,1,894,0.02108
"0",9,7,50,14,19,1,116,0.0641
"0",50,81,314,116,183,2,681,0.03309
"0",75,143,474,202,336,0,1062,0.04711
"0",0,1,3,1,0,0,5,0.0
"0",0,0,1,1,0,5,2,0.0
"0",0,4,11,5,7,1,33,0.05
"0",2,3,19,5,6,1,33,0.06667
"0",3,3,16,3,3,0,46,0.0
"0",18,35,110,39,63,2,207,0.03695
"0",2,2,19,4,5,1,36,0.04167
"0",28,20,149,38,58,1,302,0.02572
"0",108,51,474,97,146,1,817,0.00487
"0",9,10,54,17,24,2,115,0.04142
"0",10,11,53,15,21,2,126,0.04945
"0",26,28,150,44,69,2,278,0.03106
"0",1,0,2,1,0,0,6,0.0
"0",110,85,524,148,223,2,1195,0.01083
"0",32,27,177,44,66,2,317,0.03828
"0",29,42,190,63,101,2,422,0.04322
"0",16,17,92,30,47,1,191,0.05365
"0",10,19,68,30,45,1,149,0.03892
"0",44,103,309,125,207,0,716,0.05953
"0",0,0,1,1,0,0,2,0.0
"0",0,0,2,1,0,2,2,0.0
"0",0,1,2,1,0,2,7,0.0
"0",0,2,4,3,3,0,10,0.0
"0",0,4,21,12,12,3,43,0.0
"0",0,3,6,2,1,2,12,0.0
"0",0,9,36,14,21,2,68,0.05723
"0",0,2,5,2,1,2,11,0.0
"0",0,4,7,2,1,7,18,0.0
"0",1,4,10,7,10,2,30,0.06667
"0",1,10,29,15,23,1,62,0.03626
"0",16,73,148,95,157,2,360,0.12634
"0",1,4,6,3,3,1,19,0.0
"0",1,0,2,1,0,0,5,0.0
"0",35,24,171,53,91,4,287,0.00094
"0",2,6,19,12,17,0,45,0.04015
"0",35,28,195,69,118,1,330,0.00229
"0",10,7,30,15,21,2,78,0.08205
"0",12,8,27,17,24,4,58,0.08235
"0",3,0,17,3,3,2,30,0.0
"0",5,10,40,14,22,0,84,0.06273
"0",2,6,31,10,15,2,74,0.05972
"0",0,0,2,2,1,0,2,0.0
"0",0,0,2,2,1,0,2,0.0
"0",0,14,7,7,6,2,45,0.16667
"0",0,1,2,1,0,0,5,0.0
"0",35,0,120,1,0,0,169,0.0
"0",24,19,84,15,24,0,206,0.08718
"0",7,8,31,15,21,8,61,0.06374
"0",7,7,18,15,21,2,49,0.08205
"0",11,15,52,17,27,0,107,0.05956
"0",2,1,7,3,3,7,18,0.0
"0",38,29,165,43,66,0,319,0.03515
"0",16,11,54,26,37,11,136,0.08263
"0",21,6,70,16,22,3,117,0.08304
"0",2,0,15,1,0,0,23,0.0
"0",1,0,4,1,0,0,9,0.0
"0",11,8,28,17,24,10,65,0.08235
"0",30,13,110,26,39,0,213,0.07788
"0",1,6,26,8,11,2,64,0.04167
"0",1,7,21,10,14,49,45,0.06528
"0",7,13,41,18,28,3,95,0.07251
"0",1,1,5,1,0,2,19,0.0
"0",1,1,5,1,0,1,19,0.0
"0",14,29,89,44,68,4,203,0.05835
"0",11,38,116,54,83,4,295,0.05416
"0",2,5,28,11,15,0,62,0.05758
"0",4,11,43,19,28,6,85,0.04317
"0",60,143,479,200,327,0,1028,0.03865
"0",0,1,2,1,0,2,6,0.0
"0",4,7,25,9,13,3,55,0.06746
"0",7,11,41,13,20,2,90,0.0676
"0",2,9,21,10,16,4,37,0.06389
"0",8,28,104,46,69,0,253,0.03766
"0",4,1,23,4,4,3,50,0.04167
"0",15,9,74,21,30,2,135,0.0515
"0",9,7,51,15,19,4,99,0.03187
"0",2,3,20,9,12,17,53,0.06548
"0",4,7,25,9,13,2,55,0.06746
"0",1,4,21,10,13,2,57,0.075
"0",7,6,47,19,23,2,120,0.04334
"0",7,11,39,14,21,5,89,0.06273
"0",2,1,7,3,3,8,11,0.0
"0",0,6,6,3,3,1,26,0.0
"0",0,0,6,1,0,0,50,0.0
"0",0,0,7,1,0,0,63,0.0
"0",0,0,10,1,0,0,102,0.0
"0",0,0,18,1,0,0,206,0.0
"0",2,3,10,7,10,2,16,0.05238
"0",4,15,30,13,17,2,84,0.04138
"0",34,53,206,62,86,2,536,0.04563
"0",2,27,35,22,32,2,108,0.05368
"0",0,0,1,1,0,2,2,0.0
"0",5,5,16,11,15,0,26,0.03434
"0",31,73,241,107,169,1,510,0.02143
"0",12,15,71,23,36,0,130,0.08696
"0",0,0,1,1,0,3,2,0.0
"0",5,5,16,11,15,0,26,0.03434
"0",63,99,416,145,231,0,897,0.05708
"0",0,0,2,1,0,0,2,0.0
"0",0,1,5,3,3,0,10,0.0
"0",5,3,30,8,11,0,42,0.05655
"0",5,3,30,8,11,0,42,0.05655
"0",5,3,30,8,11,0,42,0.05655
"0",2,1,7,3,3,0,10,0.0
"0",3,1,8,4,4,0,12,0.04167
"0",2,0,4,1,0,0,7,0.0
"0",1,3,11,6,8,3,26,0.1
"0",1,2,10,7,8,1,27,0.1
"0",0,3,5,3,2,0,14,0.16667
"0",0,0,1,1,0,3,2,0.0
"0",0,0,1,1,0,3,2,0.0
"0",0,0,1,1,0,5,2,0.0
"0",0,3,5,3,2,0,14,0.16667
"0",0,0,1,1,0,3,2,0.0
"0",0,0,1,1,0,3,2,0.0
"0",0,0,1,1,0,9,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,1,2,1,0,1,6,0.0
"0",0,23,67,41,47,4,108,0.01124
"0",0,3,5,5,6,2,16,0.08333
"0",9,6,48,13,18,1,93,0.04429
"0",3,5,20,8,11,1,49,0.05357
"0",6,8,48,14,20,1,93,0.03617
"0",1,0,4,1,0,1,8,0.0
"0",6,1,15,10,15,3,20,0.00417
"0",5,15,33,22,35,2,82,0.07543
"0",1,12,20,17,28,2,58,0.05907
"0",24,9,92,21,31,1,152,0.0604
"0",2,20,41,21,35,1,95,0.07757
"0",4,22,61,34,56,1,124,0.05233
"0",2,8,31,13,20,1,55,0.0472
"0",2,8,27,13,20,1,51,0.06585
"0",10,60,148,73,117,1,346,0.06233
"0",27,102,259,129,213,1,639,0.07329
"0",13,30,136,48,79,2,326,0.0425
"0",30,55,219,82,136,3,648,0.03404
"0",1,0,3,1,0,0,8,0.0
"0",2,1,5,1,0,0,9,0.0
"0",1,1,8,3,3,0,13,0.0
"0",9,32,108,56,94,2,196,0.09746
"0",0,1,2,1,0,0,5,0.0
"0",16,32,65,31,48,0,212,0.06125
"0",18,15,57,27,41,0,106,0.04051
"0",29,58,132,63,98,0,326,0.03074
"0",40,55,183,60,100,6,381,0.15592
"0",39,46,169,51,79,0,423,0.04429
"0",13,6,57,16,25,0,138,0.05149
"0",12,6,46,15,23,0,104,0.08132
"0",2,0,11,1,0,0,32,0.0
"0",15,10,60,15,23,0,135,0.04835
"0",0,1,3,1,0,0,6,0.0
"0",0,0,1,1,0,1,2,0.0
"0",26,5,90,12,17,1,198,0.06591
"0",3,1,15,3,3,0,30,0.0
"0",2,1,12,3,3,0,27,0.0
"0",5,3,21,8,11,1,42,0.05655
"0",13,8,56,13,18,1,159,0.08392
"0",91,52,368,98,150,1,776,0.02345
"0",11,5,48,10,13,1,113,0.04722
"0",59,95,407,161,266,0,880,0.05216
"0",0,2,4,1,0,0,8,0.0
"0",0,0,1,1,0,1,2,0.0
"0",10,16,54,24,36,1,122,0.03969
"0",10,7,64,16,22,1,146,0.02738
"0",75,35,321,70,104,1,578,0.0084
"0",18,18,100,32,50,1,213,0.04983
"0",52,102,318,126,206,0,714,0.05931
"0",0,0,1,1,0,0,2,0.0
"0",4,1,18,3,3,0,23,0.0
"0",3,2,16,5,6,2,32,0.05
"0",3,0,11,1,0,9,25,0.0
"0",1,7,17,10,15,3,54,0.04444
"0",1,3,9,5,6,1,18,0.05
"0",3,2,13,3,3,14,29,0.0
"0",1,2,4,3,3,0,9,0.0
"0",24,2,48,19,29,2,91,0.07671
"0",4,4,16,3,3,0,44,0.0
"0",8,0,11,1,0,0,24,0.0
"0",14,11,38,12,18,0,71,0.06061
"0",3,3,17,3,3,1,37,0.0
"0",6,6,25,9,13,4,44,0.06746
"0",6,4,28,10,12,0,38,0.02222
"0",1,1,11,4,4,3,47,0.04167
"0",13,17,79,29,43,0,197,0.05574
"0",11,5,46,9,12,3,100,0.04365
"0",16,40,101,38,56,2,286,0.04749
"0",13,15,78,29,42,3,191,0.05583
"0",1,1,10,5,4,3,21,0.03333
"0",2,5,28,11,15,0,66,0.05758
"0",3,4,30,10,13,0,50,0.05
"0",22,54,114,59,96,1,399,0.07298
"0",51,104,337,151,249,0,740,0.05859
"0",0,0,1,1,0,0,2,0.0
"0",0,2,7,4,4,12,29,0.04167
"0",0,0,2,1,0,1,2,0.0
"0",10,6,50,13,18,2,95,0.04429
"0",7,8,50,14,20,1,96,0.03617
"0",1,0,2,1,0,0,4,0.0
"0",0,0,2,1,0,1,6,0.0
"0",0,7,4,1,0,1,44,0.0
"0",7,4,36,10,14,3,50,0.05
"0",6,3,21,8,11,1,33,0.04762
"0",5,5,38,11,15,2,75,0.0303
"0",4,0,21,4,4,2,50,0.04167
"0",14,5,66,18,25,2,124,0.05392
"0",24,31,125,46,67,17,318,0.06755
"0",8,4,38,8,10,1,127,0.0506
"0",5,4,26,8,11,2,47,0.08631
"0",5,2,11,4,4,1,21,0.125
"0",10,30,91,39,60,1,226,0.03485
"0",23,47,182,56,94,2,402,0.02039
"0",4,12,47,14,20,0,147,0.03159
"0",10,7,33,14,15,13,109,0.02885
"0",1,2,18,6,7,2,51,0.08333
"0",6,5,35,15,17,2,89,0.04103
"0",20,24,84,36,55,0,161,0.0345
"0",0,2,4,3,2,1,10,0.16667
"0",0,0,1,1,0,2,2,0.0
"0",2,3,20,8,10,2,46,0.04464
"0",4,11,40,18,26,1,89,0.04105
"0",4,8,37,16,23,2,76,0.06577
"0",8,20,63,34,51,1,136,0.05055
"0",9,6,43,14,22,2,73,0.10119
"0",0,0,3,2,1,0,4,0.0
"0",0,0,3,2,1,2,4,0.0
"0",0,0,1,1,0,21,2,0.0
"0",0,0,1,1,0,10,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,1,1,1,0,1,4,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,3,1,0,4,7,0.0
"0",0,3,6,5,6,1,12,0.08333
"0",0,0,3,1,0,1,7,0.0
"0",0,1,6,1,0,7,14,0.0
"0",0,1,6,1,0,0,14,0.0
"0",0,0,2,1,0,0,4,0.0
"0",0,1,5,1,0,4,11,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,1,5,1,0,5,11,0.0
"0",0,1,5,2,1,0,9,0.0
"0",0,1,4,2,1,0,10,0.0
